,bound,PhotonOut flux,ZEAXExcp flux,μₓ,Photon Absorption,VITD3Sp flux,P700SGTp flux,P680SGTp flux,LHCIIabsp flux,PCHLDp flux,RHODOPSINIp flux,BCAROSingletp flux,OECLghtDMGp flux
160,160.0,18.078,42.23042115190007,0.038560620042751924,981.922,0.0,511.94857884809994,55.0,341.14094870609284,0.00011606746632868328,19.751209511348954,0.0,0.0
155,155.0,18.078,42.23042115190007,0.038560620042751924,981.922,0.0,511.94857884809994,55.0,341.14094870609284,0.00011606746632868328,19.751209511348954,0.0,0.0
150,150.0,18.078,42.23042115190007,0.038560620042751924,981.922,0.0,511.94857884809994,55.0,341.14094870609284,0.00011606746632868328,19.751209511348954,0.0,0.0
145,145.0,18.078,42.23042115190007,0.038560620042751924,981.922,0.0,511.94857884809994,55.0,341.14094870609284,0.00011606746632868328,19.751209511348954,0.0,0.0
140,140.0,18.078,42.23042115190007,0.038560620042751924,981.922,0.0,511.94857884809994,55.0,341.14094870609284,0.00011606746632868328,19.751209511348954,0.0,0.0
135,135.0,18.078,42.23042115190007,0.038560620042751924,981.922,0.0,511.94857884809994,55.0,341.14094870609284,0.00011606746632868328,19.751209511348954,0.0,0.0
130,130.0,18.078,42.23042115190007,0.038560620042751924,981.922,0.0,511.94857884809994,55.0,341.14094870609284,0.00011606746632868328,19.751209511348954,0.0,0.0
125,125.0,18.078,42.23042115190007,0.038560620042751924,981.922,0.0,511.94857884809994,55.0,341.14094870609284,0.00011606746632868328,19.751209511348954,0.0,0.0
120,120.0,18.078,42.23042115190007,0.038560620042751924,981.922,0.0,511.94857884809994,55.0,341.14094870609284,0.00011606746632868328,19.751209511348954,0.0,0.0
115,115.0,18.078,42.23042115190007,0.038560620042751924,981.922,0.0,511.94857884809994,55.0,341.14094870609284,0.00011606746632868328,19.751209511348954,0.0,0.0
110,110.0,18.078,42.23042115190007,0.038560620042751924,981.922,0.0,511.94857884809994,55.0,341.14094870609284,0.00011606746632868328,19.751209511348954,0.0,0.0
105,105.0,18.078,42.23042115190007,0.038560620042751924,981.922,0.0,511.94857884809994,55.0,341.14094870609284,0.00011606746632868328,19.751209511348954,0.0,0.0
100,100.0,18.078,42.23042115190007,0.038560620042751924,981.922,0.0,511.94857884809994,55.0,341.14094870609284,0.00011606746632868328,19.751209511348954,0.0,0.0
95,95.0,18.078,42.23042115190007,0.038560620042751924,981.922,0.0,511.94857884809994,55.0,341.14094870609284,0.00011606746632868328,19.751209511348954,0.0,0.0
90,90.0,18.078,42.23042115190007,0.038560620042751924,981.922,0.0,511.94857884809994,55.0,341.14094870609284,0.00011606746632868328,19.751209511348954,0.0,0.0
85,85.0,18.078,42.23042115190007,0.038560620042751924,981.922,0.0,511.94857884809994,55.0,341.14094870609284,0.00011606746632868328,19.751209511348954,0.0,0.0
80,80.0,18.078,42.23042115190007,0.038560620042751924,981.922,0.0,511.94857884809994,55.0,341.14094870609284,0.00011606746632868328,19.751209511348954,0.0,0.0
75,75.0,18.078,42.23042115190007,0.038560620042751924,981.922,0.0,511.94857884809994,55.0,341.14094870609284,0.00011606746632868328,19.751209511348954,0.0,0.0
70,70.0,18.078,42.23042115190007,0.038560620042751924,981.922,0.0,511.94857884809994,55.0,341.14094870609284,0.00011606746632868328,19.751209511348954,0.0,0.0
65,65.0,18.078,42.23042115190007,0.038560620042751924,981.922,0.0,511.94857884809994,55.0,341.14094870609284,0.00011606746632868328,19.751209511348954,0.0,0.0
60,60.0,18.078,42.23042115190007,0.038560620042751924,981.922,0.0,511.94857884809994,55.0,341.14094870609284,0.00011606746632868328,19.751209511348954,0.0,0.0
55,55.0,18.078,42.23042115190007,0.038560620042751924,981.922,0.0,511.94857884809994,55.0,341.14094870609284,0.00011606746632868328,19.751209511348954,0.0,0.0
50,50.0,18.078,42.23042115190007,0.038560620042751924,981.922,0.0,511.94857884809994,55.0,341.14094870609284,0.00011606746632868328,19.751209511348954,0.0,0.0
45,45.0,18.078,42.23042115190007,0.038560620042751924,981.922,0.0,511.94857884809994,55.0,341.14094870609284,0.00011606746632868328,19.751209511348954,0.0,0.0
40,40.0,18.078,40.0,0.038560620042751924,981.922,0.0,514.179,55.0,341.14094870609284,0.00011606746632868328,19.751209511348954,0.0,0.0
35,35.0,18.078,35.0,0.038560620042751924,981.922,0.0,519.179,55.0,341.14094870609284,0.00011606746632868328,19.751209511348954,0.0,0.0
30,30.0,18.078,30.0,0.038560620042751924,981.922,0.0,524.179,55.0,341.14094870609284,0.00011606746632868328,19.751209511348954,0.0,0.0
25,25.0,18.078,25.0,0.038560620042751924,981.922,0.0,529.179,55.0,341.14094870609284,0.00011606746632868328,19.751209511348954,0.0,0.0
20,20.0,18.078,20.0,0.038560620042751924,981.922,0.0,534.179,55.0,341.14094870609284,0.00011606746632868328,19.751209511348954,0.0,0.0
15,15.0,18.078,15.0,0.038560620042751924,981.922,0.0,539.179,55.0,341.14094870609284,0.00011606746632868328,19.751209511348954,0.0,0.0
10,10.0,18.078,10.0,0.038560620042751924,981.922,0.0,544.179,55.0,341.14094870609284,0.00011606746632868328,19.751209511348954,0.0,0.0
5,5.0,18.078,5.0,0.038560620042751924,981.922,0.0,544.752,55.0,341.14094870609284,0.00011606746632868328,22.518084511348953,0.0,0.0
0,0.0,18.078,0.0,0.038560620042751924,981.922,0.0,544.752,55.0,341.14094870609284,0.00011606746632868328,25.643084511348953,0.0,0.0
