,bound,PhotonOut flux,P680SGTp flux,μₓ,Photon Absorption,VITD3Sp flux,P700SGTp flux,LHCIIabsp flux,PCHLDp flux,RHODOPSINIp flux,BCAROSingletp flux,ZEAXExcp flux,OECLghtDMGp flux
890,890.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
885,885.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
880,880.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
875,875.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
870,870.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
865,865.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
860,860.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
855,855.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
850,850.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
845,845.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
840,840.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
835,835.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
830,830.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
825,825.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
820,820.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
815,815.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
810,810.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
805,805.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
800,800.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
795,795.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
790,790.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
785,785.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
780,780.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
775,775.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
770,770.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
765,765.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
760,760.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
755,755.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
750,750.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
745,745.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
740,740.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
735,735.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
730,730.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
725,725.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
720,720.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
715,715.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
710,710.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
705,705.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
700,700.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
695,695.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
690,690.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
685,685.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
680,680.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
675,675.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
670,670.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
665,665.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
660,660.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
655,655.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
650,650.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
645,645.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
640,640.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
635,635.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
630,630.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
625,625.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
620,620.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
615,615.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
610,610.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
605,605.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
600,600.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
595,595.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
590,590.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
585,585.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
580,580.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
575,575.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
570,570.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
565,565.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
560,560.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
555,555.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
550,550.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
545,545.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
540,540.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
535,535.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
530,530.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
525,525.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
520,520.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
515,515.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
510,510.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
505,505.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
500,500.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
495,495.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
490,490.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
485,485.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
480,480.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
475,475.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
470,470.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
465,465.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
460,460.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
455,455.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
450,450.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
445,445.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
440,440.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
435,435.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
430,430.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
425,425.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
420,420.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
415,415.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
410,410.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
405,405.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
400,400.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
395,395.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
390,390.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
385,385.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
380,380.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
375,375.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
370,370.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
365,365.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
360,360.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
355,355.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
350,350.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
345,345.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
340,340.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
335,335.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
330,330.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
325,325.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
320,320.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
315,315.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
310,310.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
305,305.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
300,300.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
295,295.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
290,290.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
285,285.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
280,280.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
275,275.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
270,270.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
265,265.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
260,260.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
255,255.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
250,250.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
245,245.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
240,240.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
235,235.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
230,230.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
225,225.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
220,220.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
215,215.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
210,210.0,18.078,301.25627927351974,0.038560620042751924,981.922,0.0,489.43072072648016,140.7658839242512,0.00011606746632868328,1.9127765445567977,0.0,47.40855752870912,0.0
